rank,organizationName,state,studentPopulation,campusSetting,medianBaseSalary,longitude,latitude,website,phoneNumber,city,country,state,region,yearFounded,stateCode,collegeType,carnegieClassification,studentFacultyRatio,totalStudentPop,undergradPop,totalGrantAid,percentOfStudentsFinAid,percentOfStudentsGrant
374,Pacific Lutheran University,WA,3447,Suburban,112600,-122.439751,47.145802,http://www.plu.edu,253-531-6900,Tacoma,United States,Washington,West,1890,WA,Private not-for-profit,Masters Colleges & Universities: Medium Programs,12,3447,2835,18670776,100,100
375,"Indiana University-Purdue University, Indianapolis",IN,33900,Urban,93500,-86.175583,39.773665,http://www.iupui.edu,317-274-5555,Indianapolis,United States,Indiana,Midwest,1969,IN,Public,Doctoral Universities: High Research Activity,14,33900,24230,37662116,92,87
376,University of Redlands,CA,5960,Urban,112600,-117.18258,34.055282,http://www.redlands.edu,(909) 793-2121,Redlands,United States,California,West,1907,CA,Private not-for-profit,Masters Colleges & Universities: Larger Programs,12,5960,3452,27153400,99,98
377,Oregon Institute of Technology,OR,8065,Rural,111300,-121.782036,42.254163,http://www.oit.edu,541-885-1000,Klamath Falls,United States,Oregon,West,1947,OR,Public,Baccalaureate Colleges: Diverse Fields,16,8065,7894,2335782,94,90
378,Seattle Pacific University,WA,3920,Urban,114900,-122.360907,47.649689,http://www.spu.edu,(206) 281-2000,Seattle,United States,Washington,West,1891,WA,Private not-for-profit,Doctoral/Professional Universities,13,3920,2935,20304637,99,99
379,College of Saint Benedict,MN,1789,Suburban,104700,-94.317354,45.563353,http://www.csbsju.edu,(320) 363-5011,St. Joseph,United States,Minnesota,Midwest,1913,MN,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,12,1789,1789,14549179,100,100
380,University of Missouri-Kansas City,MO,18894,Urban,97000,-94.575708,39.034305,http://www.umkc.edu,(816) 235-1000,Kansas City,United States,Missouri,Midwest,1933,MO,Public,Doctoral Universities: High Research Activity,16,18894,12938,7795826,92,84
381,Virginia Military Institute,VA,1740,Rural,135100,-79.439622,37.788935,http://www.vmi.edu,(540) 464-7230,Lexington,United States,Virginia,South,1839,VA,Public,Baccalaureate Colleges: Arts & Sciences Focus,11,1740,1740,3033217,94,85
382,Northern Arizona University,AZ,34290,Urban,98200,-111.502179,35.2447,http://nau.edu,(928) 523-5511,Flagstaff,United States,Arizona,West,1899,AZ,Public,Doctoral Universities: High Research Activity,22,34290,29070,50835986,95,94
382,Wagner College ,NY,2315,Urban,111100,-74.0946311,40.6274394,http://wagner.edu,718-390-3100,Staten Island,United States,New York,Northeast,1883,NY,Private not-for-profit,Masters Colleges & Universities: Medium Programs,15,2315,1859,12439608,100,100
384,Rollins College,FL,3363,Suburban,101900,-81.350716,28.594574,http://www.rollins.edu,(407) 646-2000,Winter Park,United States,Florida,South,1885,FL,Private not-for-profit,Masters Colleges & Universities: Larger Programs,12,3363,2773,18134490,95,95
385,Texas State University,TX,42292,Urban,98000,-97.941968,29.885985,http://www.txstate.edu,512.245.2111,San Marcos,United States,Texas,South,1899,TX,Public,Doctoral Universities: High Research Activity,22,42292,37202,41859704,80,70
386,McDaniel College,MD,3418,Suburban,108400,-76.99458,39.574725,http://https://www.mcdaniel.edu,,Westminster,United States,Maryland,Northeast,,MD,Private not-for-profit,Masters Colleges & Universities: Larger Programs,13,3418,1789,19604345,100,99
387,Simmons University,MA,7562,Urban,102500,-71.099145,42.339181,http://www.simmons.edu,617-521-2000,Boston,United States,Massachusetts,Northeast,1899,MA,Private not-for-profit,Doctoral/Professional Universities,9,7562,1844,13607345,100,99
388,Hampden-Sydney College,VA,1003,Rural,126400,-78.45683,37.247462,http://www.hsc.edu,434-223-6000,Hampden-Sydney,United States,Virginia,South,1775,VA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,1003,1003,6846834,100,100
389,Linfield University,OR,1480,Rural,101600,-123.202111,45.202211,http://www.linfield.edu,503-883-2200,McMinnville,United States,Oregon,West,1858,OR,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,1480,1480,13772132,100,100
390,Saint Anselm College,NH,2063,Suburban,120000,-71.508032,42.987702,http://www.anselm.edu,(603) 641-7000,Manchester,United States,New Hampshire,Northeast,1889,NH,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,2063,2063,14106191,100,100
391,University of Texas at San Antonio,TX,36089,Urban,97700,-98.61727,29.585178,http://www.utsa.edu,210-458-4011,San Antonio,United States,Texas,South,1969,TX,Public,Doctoral Universities: High Research Activity,27,36089,31261,26322685,87,76
392,Siena College,NY,3498,Suburban,116700,-73.755341,42.715685,http://www.siena.edu/pages/1.asp,1-888-287-4362,Loudonville,United States,New York,Northeast,1937,NY,Private not-for-profit,Masters Colleges & Universities: Small Programs,13,3498,3371,23367694,97,97
393,"University of North Carolina, Wilmington",NC,20367,Urban,90600,-77.879387,34.226953,http://uncw.edu,(910) 962-3000,Wilmington,United States,North Carolina,South,1947,NC,Public,Doctoral Universities: High Research Activity,17,20367,17001,8012824,72,52
394,SUNY College at Old Westbury,NY,6331,Suburban,99200,-73.600305,40.781238,http://https://www.oldwestbury.edu,,Old Westbury,United States,New York,Northeast,1965,NY,Public,Masters Colleges & Universities: Small Programs,17,6331,5948,4611285,85,78
395,Texas Woman's University,TX,19733,Urban,86000,-97.128539,33.226373,http://www.twu.edu,940-898-2000,Denton,United States,Texas,South,1901,TX,Public,Doctoral/Professional Universities,19,19733,12463,10535194,95,90
396,Fairleigh Dickinson University,NJ,9692,Suburban,105200,-74.019444,40.886875,http://view.fdu.edu/default.aspx?id=320,,Teaneck,United States,New Jersey,Northeast,1942,NJ,Private not-for-profit,Masters Colleges & Universities: Larger Programs,15,9692,7328,17740308,96,96
397,Florida Gulf Coast University,FL,17114,Suburban,89700,-81.868194,26.640845,http://www.fgcu.edu,(239) 590-1000,Fort Myers,United States,Florida,South,1991,FL,Public,Masters Colleges & Universities: Larger Programs,22,17114,15446,13750710,78,78
399,Oakland University,MI,22230,Suburban,102700,-83.218961,42.672571,http://www.oakland.edu,(248) 370-2100,Rochester,United States,Michigan,Midwest,1957,MI,Public,Doctoral Universities: High Research Activity,19,22230,18047,23004903,93,88
399,Quinnipiac University,CT,11047,Suburban,103800,-72.89476,41.421607,http://www.quinnipiac.edu,800-462-1944,Hamden,United States,Connecticut,Northeast,1929,CT,Private not-for-profit,Doctoral/Professional Universities,15,11047,7430,36944090,99,97
401,Stonehill College,MA,2618,Suburban,115500,-71.086754,42.060149,http://www.stonehill.edu,888-694-4554,Easton,United States,Massachusetts,Northeast,1948,MA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,2618,2563,17493995,100,100
402,Pratt Institute,NY,6418,Urban,113200,-73.968304,40.690548,http://https://www.pratt.edu,718-636-3600,Brooklyn,United States,New York,Northeast,1887,NY,Private not-for-profit,"Special Focus Four-Year: Arts, Music & Design Schools",9,6418,4935,13942148,81,74
403,Allegheny College,PA,1843,Rural,112100,-80.146133,41.647872,http://allegheny.edu,(800) 521-5293,Meadville,United States,Pennsylvania,Northeast,1815,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,1843,1843,19241661,100,100
404,Canisius College,NY,3538,Urban,103400,-78.853743,42.925497,http://www.canisius.edu,1-800-843-1517,Buffalo,United States,New York,Northeast,1870,NY,Private not-for-profit,Masters Colleges & Universities: Larger Programs,11,3538,2349,11168419,100,100
405,New College of Florida,FL,747,Urban,106300,-82.559104,27.384731,http://www.ncf.edu,941-487-5000,Sarasota,United States,Florida,South,1960,FL,Public,Baccalaureate Colleges: Arts & Sciences Focus,6,747,722,1583167,99,99
406,Ohio University,OH,31679,Rural,102300,-82.10444,39.328502,http://www.ohio.edu,740.593.1000,Athens,United States,Ohio,Midwest,1804,OH,Public,Doctoral Universities: High Research Activity,16,31679,23910,23005829,95,88
407,Illinois Wesleyan University,IL,1643,Urban,111300,-88.930519,40.49491,http://www.iwu.edu,309-556-1000,Bloomington,United States,Illinois,Midwest,1850,IL,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,1643,1643,12542608,100,100
408,Drew University,NJ,2656,Suburban,111900,-74.42134,40.762575,http://www.drew.edu,973.408.3739,Madison,United States,New Jersey,Northeast,1867,NJ,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,12,2656,1877,11748152,97,97
410,Central Washington University,WA,14090,Rural,103000,-120.543144,47.001244,http://www.cwu.edu,,Ellensburg,United States,Washington,West,,WA,Public,Masters Colleges & Universities: Larger Programs,20,14090,13137,12733290,88,81
413,"University of Texas, El Paso",TX,29556,Urban,102200,-106.504291,31.770526,http://www.utep.edu,915-747-5000,El Paso,United States,Texas,South,1914,TX,Public,Doctoral Universities: Very High Research Activity,21,29556,24745,24404586,88,82
414,University of Scranton,PA,6349,Urban,114800,-75.658715,41.406833,http://www.scranton.edu,570-941-7400,Scranton,United States,Pennsylvania,Northeast,1888,PA,Private not-for-profit,Masters Colleges & Universities: Larger Programs,12,6349,4433,25538433,99,97
415,Point Loma Nazarene University,CA,5372,Urban,100100,-117.196231,32.896859,http://https://www.pointloma.edu,,San Diego,United States,California,West,1902,CA,Private not-for-profit,Masters Colleges & Universities: Larger Programs,15,5372,3502,10448586,94,91
417,Iona College,NY,4155,Suburban,114900,-73.788655,40.925856,http://www.iona.edu,914-633-2502,New Rochelle,United States,New York,Northeast,1940,NY,Private not-for-profit,Masters Colleges & Universities: Larger Programs,15,4155,3331,15825557,100,100
418,Dominican University of California,CA,1980,Urban,95400,,,,,San Rafael,United States,California,West,,CA,Private not-for-profit,Masters Colleges & Universities: Medium Programs,10,1980,1539,7887065,78,78
419,Saint Peter's University,NJ,3788,Urban,113000,,,,,Jersey City,United States,New Jersey,Northeast,,NJ,Private not-for-profit,Masters Colleges & Universities: Larger Programs,13,3788,2685,13597241,100,99
420,Susquehanna University,PA,2348,Rural,113200,-76.870163,40.799591,http://www.susqu.edu,570-374-0101,Selinsgrove,United States,Pennsylvania,Northeast,1858,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,13,2348,2345,22342779,95,95
421,Molloy College,NY,8836,Suburban,97500,,,http://https://www.molloy.edu,,Rockville Centre,United States,New York,Northeast,1955,NY,Private not-for-profit,Masters Colleges & Universities: Larger Programs,10,8836,6473,10852396,99,97
422,Christopher Newport University,VA,5058,Urban,97200,-76.493257,37.065077,http://cnu.edu,(757) 594-7000,Newport News,United States,Virginia,South,1960,VA,Public,Masters Colleges & Universities: Small Programs,14,5058,4969,4688364,75,60
423,Taylor University,IN,2484,Rural,108000,-85.496728,40.459153,http://www.taylor.edu,765-998-2751,Upland,United States,Indiana,Midwest,1846,IN,Private not-for-profit,Baccalaureate Colleges: Diverse Fields,13,2484,2453,11049088,100,99
424,"University of Texas, Rio Grande Valley",TX,41681,Urban,87300,-98.174689,26.30324,http://www.utrgv.edu,(844)-288-8748,Edinburg,United States,Texas,South,2013,TX,Public,Doctoral Universities: High Research Activity,21,41681,35593,43773269,95,92
425,Grand Valley State University,MI,26993,Suburban,91200,-85.888807,42.961423,http://www.gvsu.edu,(616) 331-5000,Allendale,United States,Michigan,Midwest,1960,MI,Public,Masters Colleges & Universities: Larger Programs,16,26993,23127,26398314,90,79
426,Ball State University,IN,25247,Urban,89700,-85.409484,40.197647,http://cms.bsu.edu,765-289-1241,Muncie,United States,Indiana,Midwest,1918,IN,Public,Doctoral Universities: High Research Activity,14,25247,17636,37014896,90,76
426,Montana State University,MT,18756,Rural,104300,-111.033184,45.679325,http://www.montana.edu,406-994-2341,Bozeman,United States,Montana,West,1893,MT,Public,Doctoral Universities: Very High Research Activity,17,18756,16214,18153533,92,91
428,Lewis University,IL,7612,Suburban,97400,,,http://https://www.lewisu.edu,,Romeoville,United States,Illinois,Midwest,1932,IL,Private not-for-profit,Masters Colleges & Universities: Larger Programs,14,7612,4941,15288563,100,100
429,Principia College,IL,425,Rural,106100,-90.347431,38.955606,http://www.principiacollege.edu,618.374.2131,Elsah,United States,Illinois,Midwest,1912,IL,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,5,425,425,1853786,98,98
430,Kennesaw State University,GA,44088,Suburban,103900,-84.6583745,34.0041089,http://www.kennesaw.edu,770-423-6000,Kennesaw,United States,Georgia,South,1963,GA,Public,Doctoral Universities: High Research Activity,22,44088,39961,35433870,92,89
431,East Carolina University,NC,31962,Urban,93100,-77.372499,35.61106,http://www.ecu.edu,(252) 328-6131,Greenville,United States,North Carolina,South,1907,NC,Public,Doctoral Universities: High Research Activity,19,31962,25249,20015077,81,64
432,University of New Mexico,NM,25420,Urban,104700,-106.648639,35.08418,http://www.unm.edu,(505) 277-0111,Albuquerque,United States,New Mexico,West,1889,NM,Public,Doctoral Universities: Very High Research Activity,19,25420,18683,15803429,96,96
433,Menlo College,CA,935,Suburban,125000,-122.197799,37.462488,http://https://www.menlo.edu,,Atherton,United States,California,West,,CA,Private not-for-profit,"Special Focus Four-Year: Arts, Music & Design Schools",17,935,935,8384028,98,98
434,Augustana College,IL,2611,Urban,104400,-90.547656,41.505249,http://augustana.edu,800-798-8100,Rock Island,United States,Illinois,Midwest,1860,IL,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,2611,2591,21620676,100,100
435,La Salle University,PA,7082,Urban,116300,-75.152967,40.039295,http://www.lasalle.edu,215-951-1000,Philadelphia,United States,Pennsylvania,Northeast,1863,PA,Private not-for-profit,Masters Colleges & Universities: Larger Programs,13,7082,4116,15249334,98,96
436,Albion College,MI,1500,Rural,120300,-84.745039,42.243776,http://www.albion.edu,(517) 629-1000,Albion,United States,Michigan,Midwest,1835,MI,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,12,1500,1500,17907760,100,100
437,Louisiana Tech University,LA,12768,Rural,107300,-92.639789,32.530501,http://www.latech.edu,318-257-3036,Ruston,United States,Louisiana,South,1894,LA,Public,Doctoral Universities: High Research Activity,23,12768,11268,22656637,99,98
438,St. Edward's University,TX,4324,Urban,109600,-97.758441,30.232525,http://www.stedwards.edu/contactus,(512) 448-8400,Austin,United States,Texas,South,1878,TX,Private not-for-profit,Masters Colleges & Universities: Larger Programs,14,4324,3615,21949918,98,98
439,Norwich University,VT,4792,Rural,112200,,,http://https://www.norwich.edu,,Northfield,United States,Vermont,Northeast,1819,VT,Private not-for-profit,Masters Colleges & Universities: Larger Programs,13,4792,3677,22375705,100,100
440,"CUNY, College of Staten Island",NY,15464,Urban,105100,-74.1827119,40.5952146,http://www.csi.cuny.edu,718-982-2000 ,Staten Island,United States,New York,Northeast,1976,NY,Public,Masters Colleges & Universities: Larger Programs,20,15464,14247,17331207,89,89
441,Berea College,KY,1707,Rural,77300,-84.29296,37.570189,http://www.berea.edu,859-985-3000,Berea,United States,Kentucky,South,1855,KY,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,1707,1707,20620440,100,100
442,Central Connecticut State University,CT,13046,Suburban,103000,,,,,New Britain,United States,Connecticut,Northeast,,CT,Public,Masters Colleges & Universities: Larger Programs,14,13046,10321,6927477,89,77
443,Stockton University,NJ,11925,Suburban,95700,-74.4642861,39.4728755,http://www.stockton.edu,609-652-1776,Galloway,United States,New Jersey,Northeast,1971,NJ,Public,Masters Colleges & Universities: Larger Programs,18,11925,10727,12426745,91,80
444,SUNY Cortland,NY,7657,Rural,92200,-76.1845097,42.607935,http://cortland.edu,,Cortland,United States,New York,Northeast,1868,NY,Public,Masters Colleges & Universities: Larger Programs,16,7657,6923,6897909,85,69
446,University of North Georgia,GA,23141,Rural,97200,-83.986084,34.531943,http://www.ung.edu,678-717-2377,Dahlonega,United States,Georgia,South,2013,GA,Public,Masters Colleges & Universities: Medium Programs,19,23141,22283,19065017,93,93
447,Wentworth Institute of Technology,MA,5456,Urban,121600,-71.057876,42.353213,http://https://wit.edu,,Boston,United States,Massachusetts,Northeast,,MA,Private not-for-profit,Masters Colleges & Universities: Medium Programs,16,5456,5290,14967728,100,100
448,Mount St. Mary's University (MD),MD,2649,Rural,108300,,,,,Emmitsburg,United States,Maryland,Northeast,,MD,Private not-for-profit,Masters Colleges & Universities: Medium Programs,14,2649,2084,15284025,100,100
449,John Brown University,AR,2749,Rural,87800,-94.558494,36.18726,http://www.jbu.edu,479-524-9500,Siloam Springs,United States,Arkansas,South,1919,AR,Private not-for-profit,Masters Colleges & Universities: Medium Programs,14,2749,2066,6085158,100,100
450,Brigham Young University-Hawaii,HI,3583,Rural,109800,,,,,Laie,United States,Hawaii,West,,HI,Private not-for-profit,Baccalaureate Colleges: Diverse Fields,16,3583,3583,2083561,79,71
451,University of Wisconsin-Platteville,WI,9403,Rural,106700,,,,,Platteville,United States,Wisconsin,Midwest,,WI,Public,Masters Colleges & Universities: Larger Programs,21,9403,8325,4078729,91,82
452,"St. John's College, Annapolis",MD,599,Suburban,120300,-76.489934,38.9767,http://stjohnscollege.edu,410-263-2371,Annapolis,United States,Maryland,Northeast,1784,MD,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,7,599,500,2247971,98,93
453,University of Evansville,IN,2690,Urban,104700,-87.532332,37.969957,http://www.evansville.edu,800-423-8633,Evansville,United States,Indiana,Midwest,1854,IN,Private not-for-profit,Masters Colleges & Universities: Small Programs,10,2690,2355,12432628,100,100
454,Agnes Scott College,GA,1166,Suburban,91500,-84.295486,33.770045,http://www.agnesscott.edu,404-471-6285,Decatur,United States,Georgia,South,1889,GA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,1166,1081,10138800,100,100
455,University of South Dakota,SD,12276,Rural,93100,-96.925776,42.78251,http://www.usd.edu,1-877-269-6837,Vermillion,United States,South Dakota,Midwest,1862,SD,Public,Doctoral Universities: High Research Activity,15,12276,9126,5109281,92,80
456,Goucher College,MD,2742,Urban,107100,-76.600643,39.409412,http://www.goucher.edu,410-337-6100,Baltimore,United States,Maryland,Northeast,1885,MD,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,2742,1490,11492019,100,100
457,"Embry-Riddle Aeronautical University, Worldwide",FL,20829,Urban,100700,,,,,Daytona Beach,United States,Florida,South,,FL,Private not-for-profit,Special Focus Four-Year: Other Technology-Related Schools,20,20829,15867,284531,69,67
458,New Mexico State University,NM,16064,Suburban,103500,-106.752689,32.27521,http://www.nmsu.edu,575-646-0111,Las Cruces,United States,New Mexico,West,1888,NM,Public,Doctoral Universities: High Research Activity,16,16064,12979,24554327,99,98
459,Wayne State University,MI,30841,Urban,99000,-83.064949,42.356791,http://wayne.edu,313-577-2424,Detroit,United States,Michigan,Midwest,1868,MI,Public,Doctoral Universities: Very High Research Activity,15,30841,20110,27353974,98,97
460,St. Mary's College of Maryland,MD,1611,Suburban,109900,-77.268219,38.817598,http://www.smcm.edu,240-895-2000,St. Mary's City,United States,Maryland,Northeast,1840,MD,Public,Baccalaureate Colleges: Arts & Sciences Focus,9,1611,1587,3144536,96,95
461,Saint Vincent College,PA,1878,Suburban,103900,-79.400921,40.291273,http://www.stvincent.edu,724-532-6600,Latrobe,United States,Pennsylvania,Northeast,1846,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,1878,1637,10475019,100,100
462,"University of New Hampshire, Manchester",NH,1592,Urban,94100,,,,,Manchester,United States,New Hampshire,Northeast,,NH,Public,Baccalaureate Colleges: Arts & Sciences Focus,10,1592,1206,728000,93,92
463,Wheaton College (MA),MA,1807,Suburban,107800,-71.185197,41.968482,http://wheatoncollege.edu,(508) 286-8200,Norton,United States,Massachusetts,Northeast,1834,MA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,1807,1807,18751218,100,99
464,Abilene Christian University,TX,6058,Urban,103100,-99.708039,32.47982,http://www.acu.edu,800-460-6228,Abilene,United States,Texas,South,1906,TX,Private not-for-profit,Masters Colleges & Universities: Larger Programs,13,6058,3755,20666643,100,100
466,"SUNY, College at Oneonta",NY,7907,Rural,96200,,,http://www.oneonta.edu/home/default.asp,607/436-3500,Oneonta,United States,New York,Northeast,1889,NY,Public,Masters Colleges & Universities: Medium Programs,16,7907,7334,8834537,87,68
467,Sarah Lawrence College,NY,1728,Suburban,121800,-73.843272,40.9347,http://www.slc.edu,(914) 337-0700,Bronxville,United States,New York,Northeast,1926,NY,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,1728,1483,10584525,82,81
468,Hamline University,MN,4597,Urban,110400,-93.165359,44.966477,http://www.hamline.edu,651-523-2800,Saint Paul,United States,Minnesota,Midwest,1854,MN,Private not-for-profit,Masters Colleges & Universities: Larger Programs,13,4597,2219,16676249,100,100
469,Saint Mary's University of Minnesota,MN,6947,Rural,107100,-91.673367,44.045336,http://www.smumn.edu,507-452-4430,Winona,United States,Minnesota,Midwest,1912,MN,Private not-for-profit,Masters Colleges & Universities: Larger Programs,18,6947,1603,8190224,100,100
470,Elizabethtown College,PA,2055,Suburban,98700,-76.595422,40.148827,http://www.etown.edu,(717) 361-1000,Elizabethtown,United States,Pennsylvania,Northeast,1899,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,12,2055,1888,7077563,100,100
471,Christian Brothers University,TN,2296,Urban,107300,-89.983803,35.127647,http://www.cbu.edu/admissions,(901) 321-3000,Memphis,United States,Tennessee,South,1871,TN,Private not-for-profit,Masters Colleges & Universities: Larger Programs,11,2296,1787,8996743,100,100
472,Old Dominion University,VA,28042,Urban,99200,-76.303,36.8889,http://odu.edu,757-683-3000,Norfolk,United States,Virginia,South,1930,VA,Public,Doctoral Universities: High Research Activity,18,28042,22182,22291745,93,93
473,Ohio Wesleyan University,OH,1695,Suburban,115500,-83.068078,40.295043,http://www.owu.edu,740-368-2000,Delaware,United States,Ohio,Midwest,1842,OH,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,1695,1695,13950957,100,100
474,Ursinus College,PA,1492,Suburban,123300,-75.458534,40.191492,http://www.ursinus.edu,610-409-3000,Collegeville,United States,Pennsylvania,Northeast,1869,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,1492,1492,16488223,100,100
475,South Dakota School of Mines and Technology ,SD,3056,Urban,123600,-103.230889,44.081165,http://https://www.sdsmt.edu,(605) 394-2511,Rapid City,United States,South Dakota,Midwest,1885,SD,Public,Special Focus Four-Year: Engineering Schools,13,3056,2622,2354818,95,88
476,Saint Michael's College,VT,2689,Suburban,111600,-73.165081,44.49276,http://www.smcvt.edu,(802) 654-2000,Colchester,United States,Vermont,Northeast,1904,VT,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,2689,1860,12255446,100,100
477,Lipscomb University,TN,5876,Urban,93800,-86.820217,36.147828,http://https://www.lipscomb.edu,,Nashville,United States,Tennessee,South,,TN,Private not-for-profit,Doctoral/Professional Universities,14,5876,3478,13972720,99,99
478,St Bonaventure University,NY,2796,Rural,105400,,,http://https://www.sbu.edu,,St. Bonaventure,United States,New York,Northeast,,NY,Private not-for-profit,Masters Colleges & Universities: Medium Programs,12,2796,1861,13114300,99,99
479,University of Colorado Colorado Springs,CO,16715,Urban,105800,-104.7637619,38.9043608,http://www.uccs.edu,719-255-8227,Colorado Springs,United States,Colorado,West,,CO,Public,Doctoral Universities: High Research Activity,15,16715,14006,7710821,85,70
480,Georgia College & State University,GA,8039,Rural,87700,,,http://www.gcsu.edu,,Milledgeville,United States,Georgia,South,1889,GA,Public,Masters Colleges & Universities: Larger Programs,16,8039,6483,11566304,97,96
481,University of Northern Iowa,IA,12137,Urban,92000,-92.462089,42.513108,http://www.uni.edu,319-273-2311,Cedar Falls,United States,Iowa,Midwest,1876,IA,Public,Masters Colleges & Universities: Larger Programs,17,12137,9872,5476289,83,74
483,Marymount University,VA,3971,Urban,107300,,,,,Arlington,United States,Virginia,South,,VA,Private not-for-profit,Masters Colleges & Universities: Larger Programs,14,3971,2541,9011567,97,97
484,Southern Illinois University Edwardsville,IL,15204,Suburban,97100,-89.9440061,38.8414469,http://www.siue.edu,888-328-5168,Edwardsville,United States,Illinois,Midwest,1957,IL,Public,Doctoral/Professional Universities,16,15204,11861,13237927,93,88
485,Sam Houston State University,TX,24116,Rural,98600,-95.547926,30.714614,http://shsu.edu,936.294.1111,Huntsville,United States,Texas,South,1879,TX,Public,Doctoral/Professional Universities,21,24116,20652,18809118,88,74
486,Belmont University,TN,9023,Urban,86300,-86.795738,36.134069,http://www.belmont.edu,(615) 460-6000,Nashville,United States,Tennessee,South,1890,TN,Private not-for-profit,Doctoral/Professional Universities,14,9023,7149,30492217,91,89
487,SUNY at Purchase College,NY,4677,Suburban,102400,-73.698075,41.038553,http://https://www.purchase.edu,,Purchase,United States,New York,Northeast,1967,NY,Public,Baccalaureate Colleges: Arts & Sciences Focus,12,4677,4568,6146830,84,72
488,The Juilliard School,NY,979,Urban,98100,-73.975209,40.755693,,,New York,United States,New York,Northeast,,NY,Private not-for-profit,"Special Focus Four-Year: Arts, Music & Design Schools",5,979,605,3457694,92,91
489,Saint Francis University,PA,3822,Rural,96300,,,,,Loretto,United States,Pennsylvania,Northeast,,PA,Private not-for-profit,Masters Colleges & Universities: Larger Programs,14,3822,3076,9943380,100,100
490,College of Idaho,ID,1149,Suburban,113500,-116.675961,43.654855,http://www.collegeofidaho.edu,208-459-5011,Caldwell,United States,Idaho,West,1884,ID,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,1149,1116,8702556,100,100
491,Loyola University New Orleans,LA,4972,Urban,102300,-90.077714,29.95369,http://www.loyno.edu,800-456-9652,New Orleans,United States,Louisiana,South,1904,LA,Private not-for-profit,Doctoral/Professional Universities,13,4972,3538,26114959,99,99
492,Xavier University,OH,8079,Urban,104900,-84.476379,39.149037,http://www.xavier.edu,513-745-3000,Cincinnati,United States,Ohio,Midwest,1831,OH,Private not-for-profit,Masters Colleges & Universities: Larger Programs,11,8079,5473,28294277,100,100
493,The University of Texas of the Permian Basin,TX,8667,Urban,97500,-102.375189,31.84915,http://https://www.utpb.edu,,Odessa,United States,Texas,South,1973,TX,Public,Masters Colleges & Universities: Larger Programs,17,8667,7278,3631333,95,91
494,St. Joseph's College (NY),NY,5901,Urban,100900,-73.968304,40.690548,http://www.sjcny.edu,(631) 687-5100,Brooklyn,United States,New York,Northeast,1916,NY,Private not-for-profit,Masters Colleges & Universities: Medium Programs,12,5901,4429,11919881,99,99
495,Moravian University,PA,2961,Urban,109800,-75.381596,40.630303,http://www.moravian.edu,610-861-1320,Bethlehem,United States,Pennsylvania,Northeast,1742,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,2961,2268,12685943,100,100
496,Lawrence Technological University,MI,3163,Urban,119900,-83.278458,42.450606,http://https://www.ltu.edu,,Southfield,United States,Michigan,Midwest,,MI,Private not-for-profit,Masters Colleges & Universities: Larger Programs,11,3163,2286,5639254,97,96
497,Saint Martin's University,WA,1980,Urban,102100,,,,,Lacey,United States,Washington,West,,WA,Private not-for-profit,Masters Colleges & Universities: Medium Programs,12,1980,1644,9759540,99,99
498,University of Memphis,TN,25128,Urban,90700,-89.939618,35.118453,http://www.mephis.edu,(901) 678-2000,Memphis,United States,Tennessee,South,1912,TN,Public,Doctoral Universities: High Research Activity,16,25128,20011,27575189,98,97
